timestamp,service,level,message,logger,trace_id,environment,exception_type,exception_message,exception_stacktrace
2026-02-17T05:44:29.048Z,user-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.userservice.Service,a4870e5bb6931a8fea0707ad18fced40,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:91)"
2026-02-17T05:44:52.220Z,user-service,INFO,Health check passed,com.company.userservice.Service,d2887c3796637961b1ed7d2722e5770e,production,,,
2026-02-17T05:45:25.310Z,user-service,INFO,Order created,com.company.userservice.Service,c67f2a03a70186207d279532a02d6af9,production,,,
2026-02-17T05:45:23.281Z,inventory-service,INFO,Payment initiated,com.company.inventoryservice.Service,0b9a1eddd4e388f21ce5ac934203e4c5,production,,,
2026-02-17T05:46:12.450Z,notification-service,INFO,Health check passed,com.company.notificationservice.Service,a83b54fea850d80b7b893a1217cb7ad8,production,,,
2026-02-17T05:46:30.650Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,980f2726c0e01946aacb53244c915fda,production,,,
2026-02-17T05:47:08.864Z,notification-service,INFO,Order created,com.company.notificationservice.Service,184e483fddb372be062f2ef3b4eb8246,production,,,
2026-02-17T05:46:46.021Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,33c46703cb946a7b76acdd7215347eea,production,,,
2026-02-17T05:47:30.508Z,payment-service,INFO,User session started,com.company.paymentservice.Service,d80670c4d78fba5ce83b8714315205c4,production,,,
2026-02-17T05:47:24.538Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,324c96ccd56f1e51f51793592b77d1a2,production,,,
2026-02-17T05:47:45.219Z,checkout-service,INFO,Payment initiated,com.company.checkoutservice.Service,c7da3ef0e8c5cbbe4ce4bb8e1b5baac3,production,,,
2026-02-17T05:47:51.851Z,inventory-service,INFO,Order created,com.company.inventoryservice.Service,f2435b2219c5de752f10625789d43351,production,,,
2026-02-17T05:48:43.856Z,notification-service,INFO,Request processed successfully,com.company.notificationservice.Service,50e1234392a007c816f601b233730256,production,,,
2026-02-17T05:48:25.440Z,notification-service,INFO,Payment initiated,com.company.notificationservice.Service,67e41de3af46a7d4a8fb215c5bccdd01,production,,,
2026-02-17T05:48:38.775Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,d83f6144e46cca38d60c3640cf830acb,production,,,
2026-02-17T05:49:51.947Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,b2828274e4f25367d0902cd5e13b7486,production,,,
2026-02-17T05:49:41.413Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,1f0ea21b31a706d6354448ddb9022aac,production,,,
2026-02-17T04:50:21.224Z,payment-service,ERROR,Connection refused to payment-gateway,com.company.paymentservice.Service,47969a54f1aa76451021eb13d77d0299,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:193)"
2026-02-17T04:50:24.300Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,ad05bc2428ada9a421fb18f02c435f30,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:192)"
2026-02-17T04:49:50.040Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,24ad5b5cb3fd31b54090214c26e61214,production,,,
2026-02-17T04:50:41.311Z,payment-service,ERROR,Connection refused to payment-gateway,com.company.paymentservice.Service,f78f36266a89ba4dd6d31bb04e4ee234,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:139)"
2026-02-17T04:50:54.236Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,11b0721b1b8871b21e18d4ad411777ef,production,,,
2026-02-17T04:50:54.669Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,b6bfecc9a2fec2d88d7412ff6e05a3d1,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:128)"
2026-02-17T04:50:26.494Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,36551a452ddb4d7e3cfd82b26b3d8f62,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:188)"
2026-02-17T04:50:43.338Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,0baf52de2da2f3e0b88f6ae439d21193,production,,,
2026-02-17T04:50:40.166Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,87d7fb7681f50930d6afe68663e2f7e0,production,,,
2026-02-17T04:51:13.206Z,payment-service,FATAL,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,9d2f0794de7c1beba554573e9639f6a6,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:104)"
2026-02-17T04:51:03.079Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,aa17a6168ab99316b9f7da4645deb83d,production,,,
2026-02-17T04:50:51.526Z,payment-service,INFO,Order created,com.company.paymentservice.Service,846376813117ff71e949daae4a7f1878,production,,,
2026-02-17T04:51:44.093Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,eeacdb52f8e85b8ab91c47a6f0626e77,production,,,
2026-02-17T04:51:28.711Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,6e8b20da35d734dddad7bc92d93d3586,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:144)"
2026-02-17T04:52:03.753Z,payment-service,INFO,User session started,com.company.paymentservice.Service,b925d0676790ca3c0209b1964a6484e4,production,,,
2026-02-17T04:52:18.618Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,470dbf3a4bc0dd44499b3b6201eadd00,production,,,
2026-02-17T04:52:07.509Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,0c2538c8df934ef79af9f2e52d20d251,production,,,
2026-02-17T04:51:35.205Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,1842d7a269031efccffe295b3d714d32,production,,,
2026-02-17T04:51:55.953Z,payment-service,FATAL,Connection refused to payment-gateway,com.company.paymentservice.Service,0459a540c0e668408a5d42f7fcb29724,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:127)"
2026-02-17T04:52:29.322Z,payment-service,INFO,User session started,com.company.paymentservice.Service,22a66953b6cc01517ca54eaba06784ea,production,,,
2026-02-17T04:52:34.531Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,948805a3a57140332a9fbb2573dc9785,production,,,
2026-02-17T04:52:08.513Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,00a5ab1d96815f838fd939b949694b9c,production,,,
2026-02-17T04:53:07.257Z,payment-service,ERROR,Connection refused to payment-gateway,com.company.paymentservice.Service,7e84c6abd0cfe1ead087a1b3241e1948,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:152)"
2026-02-17T04:52:31.960Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,f85a7f2988c77e8766a3542397da0039,production,,,
2026-02-17T04:52:39.752Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,dc5e75782b68eeae2a82014dad588447,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:85)"
2026-02-17T04:53:00.093Z,payment-service,INFO,Order created,com.company.paymentservice.Service,d1124db79a7ec4e40f15e03eff9a3f2f,production,,,
2026-02-17T04:53:04.970Z,payment-service,INFO,Order created,com.company.paymentservice.Service,82305f5946ff082f358b114392661da7,production,,,
2026-02-17T04:53:35.574Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,94db0072671875d3a7eb050b9c1f1a78,production,,,
2026-02-17T04:53:10.427Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,97f261912faee8dfb801d54010f780c2,production,,,
2026-02-17T04:53:27.709Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,4531f14ca43be2645cfa95dd82dfdcbe,production,,,
2026-02-17T04:53:49.529Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,09f7de0846a3eefa49204f1a2fb98d8e,production,,,
2026-02-17T04:53:35.089Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,c0d9cf595bae2ce7f2edee3123fa144b,production,,,
2026-02-17T04:53:27.367Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,15bb1dabab21022026b5d919598c7192,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:143)"
2026-02-17T04:53:37.017Z,payment-service,INFO,User session started,com.company.paymentservice.Service,ef33c909f632f65143eb533d72fbd9bb,production,,,
2026-02-17T04:54:35.462Z,payment-service,INFO,User session started,com.company.paymentservice.Service,6a3bc523121477d2d7779cc4702c57ae,production,,,
2026-02-17T04:54:34.501Z,payment-service,FATAL,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,2d4d2517fafaef6bd613c444af254152,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:88)"
2026-02-17T04:54:03.560Z,payment-service,INFO,Order created,com.company.paymentservice.Service,76443442cea4c781029283389566e37e,production,,,
2026-02-17T04:54:51.636Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,ac1b57383118a21ff2b67ab00ca90a54,production,,,
2026-02-17T04:54:28.705Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,e6aa2dec19d9e5878be2f0a4d1295c6f,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:192)"
2026-02-17T04:54:38.265Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,223095f625833081e96e6ab5319e53a6,production,,,
2026-02-17T04:54:31.705Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,c1b785b6d7e54a5cf3383342af638726,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:106)"
2026-02-17T04:54:43.314Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,9619ab50c8316cc85e4a3dbe0b5a9877,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:160)"
2026-02-17T04:54:36.015Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,7f372d6f546c352148df0307431bd31b,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:145)"
2026-02-17T04:54:45.753Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,0ee1ac8b0c4d3015e1770d5798a83160,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:175)"
2026-02-17T04:55:36.601Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,9fcc48aa3b56c122a6a7666fecfe71a9,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:122)"
2026-02-17T04:55:52.394Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,5cb1817b874ecd0fd8d78a6b36e84116,production,,,
2026-02-17T04:55:08.446Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,8f060557fb171a1056b1f6edb2b700bc,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:149)"
2026-02-17T04:56:08.250Z,payment-service,INFO,User session started,com.company.paymentservice.Service,4b265a23b10b2f153339155002db7cc1,production,,,
2026-02-17T04:55:40.392Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,0fef1e1a29c89c1b965b4898ec4f9648,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:102)"
2026-02-17T04:56:12.782Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,a17f597633a59cfec074797b121aef81,production,,,
2026-02-17T04:56:06.595Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,0273f6eabc14d0d8e39cb055118e1151,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:66)"
2026-02-17T04:56:26.231Z,payment-service,INFO,User session started,com.company.paymentservice.Service,8f8bad0f217eb69a3aaddac10bd1abc2,production,,,
2026-02-17T04:56:21.602Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,a32b983a58828108b3781dda0bb424d1,production,,,
2026-02-17T04:56:50.332Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,91743011320805643cc845674fdde2e7,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:169)"
2026-02-17T04:56:59.794Z,payment-service,ERROR,Connection refused to payment-gateway,com.company.paymentservice.Service,657b304aeda0b4fcc1f25736bb041393,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:54)"
2026-02-17T04:57:01.255Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,2a21b219710988707ed04847243dd05d,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:88)"
2026-02-17T04:56:26.844Z,payment-service,INFO,User session started,com.company.paymentservice.Service,3a852491bd924d3c3431fb563abfe014,production,,,
2026-02-17T04:56:39.017Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,9f0bea9ce548e71bb63851cf0ce94caa,production,,,
2026-02-17T04:56:58.798Z,payment-service,INFO,User session started,com.company.paymentservice.Service,49e4b74aa02a2136a6163c16f4eecf20,production,,,
2026-02-17T04:57:10.072Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,071cca6311833394e0101a8b2c1164ad,production,,,
2026-02-17T04:57:14.738Z,payment-service,INFO,User session started,com.company.paymentservice.Service,6a3658aa4c8d30191c6ebbe51cb54593,production,,,
2026-02-17T04:56:54.358Z,payment-service,INFO,Order created,com.company.paymentservice.Service,09a1c118f9f9df6848f7915f79e29793,production,,,
2026-02-17T04:57:30.273Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,cb8640c45f524e6b0de2ff4dcc6be5a5,production,,,
2026-02-17T04:57:09.732Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,22a08c6f10761170541d482054dd6b7f,production,,,
2026-02-17T04:57:50.889Z,payment-service,INFO,Order created,com.company.paymentservice.Service,84d759e326ff3bc7e17b89c5d829f35f,production,,,
2026-02-17T04:57:56.632Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,0fd3978be682f7c04b594cb5719f2032,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:101)"
2026-02-17T04:57:50.146Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,08377d7e3633fc679905efedf91b5bd4,production,,,
2026-02-17T04:57:40.054Z,payment-service,INFO,Order created,com.company.paymentservice.Service,6c421bf9dd2f1b5b795b68359dfb43c4,production,,,
2026-02-17T04:58:20.914Z,payment-service,ERROR,Connection refused to payment-gateway,com.company.paymentservice.Service,c3cda9c64035b63ecf95ec0dc6d8f233,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:70)"
2026-02-17T04:58:35.914Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,a8c24091cf0b0dc2cb56b1481fe249b6,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:185)"
2026-02-17T04:58:40.173Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,48ee2eac44515565e5d2d069c86b302e,production,,,
2026-02-17T04:58:06.130Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,b908cf66b2866793e5ac3dd3e709d74a,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:94)"
2026-02-17T04:58:26.797Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,369dbaf8be0a829dda0289baefc4a252,production,,,
2026-02-17T04:58:26.553Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,429f237d3c46dffe5455d7ae5118030f,production,,,
2026-02-17T04:59:01.095Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,91565a09ddee3e7794b42a26403ea0d7,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:72)"
2026-02-17T04:59:23.776Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,9cb2d85b646611636e7c448b7346b4ca,production,,,
2026-02-17T04:59:26.764Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,fa9c3b4ab2c5df8d481f3ba5765870f6,production,,,
2026-02-17T04:59:14.945Z,payment-service,INFO,User session started,com.company.paymentservice.Service,218c82a3131dae2e3ad3a94e626b82d3,production,,,
2026-02-17T04:59:07.061Z,payment-service,ERROR,Connection refused to payment-gateway,com.company.paymentservice.Service,9ccaff4ff0b105e8ea2e68c95aecfe9c,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:59)"
2026-02-17T04:59:23.108Z,payment-service,INFO,User session started,com.company.paymentservice.Service,bcce2d29aef39968ead7d0dfdb1963f9,production,,,
2026-02-17T04:59:26.024Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,c8df0436d66cacef0ce85b177353519d,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:130)"
2026-02-17T04:59:40.181Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,caad374f6a52213497f71cce37a797c9,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:108)"
2026-02-17T04:59:52.846Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,56969dd25550c4f1377b1b7f676544f6,production,,,
2026-02-17T04:59:39.303Z,payment-service,INFO,Order created,com.company.paymentservice.Service,d49ab3d4bfc095981e7d0551ddc014f0,production,,,
2026-02-17T04:59:46.479Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,830c0e985ec50fab90e3e0a56c5d78fe,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:102)"
2026-02-17T05:00:21.096Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,53a15da04fcb9089ac5b78c485a46a93,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:160)"
2026-02-17T05:00:12.208Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,444a23cf5b233b234020e4d9a9611ddd,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:126)"
2026-02-17T05:00:29.727Z,payment-service,INFO,Payment initiated,com.company.paymentservice.Service,3bd546520bdf7bc09290bcea1faa4540,production,,,
2026-02-17T05:00:40.326Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,ba76275e0b7a35b67237ae12ddb82959,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:115)"
2026-02-17T05:01:04.567Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,b92ddc4be89bb3fa289d04848a0e693d,production,,,
2026-02-17T05:00:33.567Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,1ee202d0bf6d92f3d368568c059c317a,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:57)"
2026-02-17T05:00:56.826Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,323b5fbc546034b29faf1f49292aed25,production,,,
2026-02-17T05:01:16.984Z,payment-service,ERROR,Connection refused to payment-gateway,com.company.paymentservice.Service,63021d24c4927dba761dd6b8ccdd5a02,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:158)"
2026-02-17T05:00:48.454Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,8b7b0c7972f52186049c502b239c5a27,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:120)"
2026-02-17T05:01:28.493Z,payment-service,INFO,Health check passed,com.company.paymentservice.Service,9f28e5510de03ec49750ae44bdf089f5,production,,,
2026-02-17T05:01:08.752Z,payment-service,ERROR,Connection refused to payment-gateway,com.company.paymentservice.Service,34cd72621a5b2427f5c155a4847a289d,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:142)"
2026-02-17T05:01:32.717Z,payment-service,INFO,Order created,com.company.paymentservice.Service,e2c1288f8caa4816a3687479a43fed1c,production,,,
2026-02-17T05:01:28.358Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,7042518a743a89edda94b33bb47d4124,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:123)"
2026-02-17T05:02:05.779Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,9c21a53163d6bec730f1b9e443e9967b,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:116)"
2026-02-17T05:01:54.674Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,75652d3718668187115c563532f0e1d7,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:79)"
2026-02-17T05:02:17.475Z,payment-service,ERROR,Payment was declined by payment gateway: insufficient funds,com.company.paymentservice.Service,ef424bc418ab70814b24dacf2c50fef8,production,PaymentDeclinedException,Payment was declined by payment gateway: insufficient funds,"PaymentDeclinedException: Payment was declined by payment gateway: insufficient funds
	at com.company.service.Service.process(Service.java:102)"
2026-02-17T05:02:09.406Z,payment-service,INFO,User session started,com.company.paymentservice.Service,c2325e8431270c317da21eb339cde2bf,production,,,
2026-02-17T05:02:21.776Z,payment-service,ERROR,Connection refused to payment-gateway,com.company.paymentservice.Service,14c12902ba20db08748c57753515f359,production,ConnectionRefusedException,Connection refused to payment-gateway,"ConnectionRefusedException: Connection refused to payment-gateway
	at com.company.service.Service.process(Service.java:98)"
2026-02-17T05:02:50.424Z,payment-service,ERROR,Connection to payment-gateway timed out after 30s,com.company.paymentservice.Service,52775940bff8c0471a3f4df22825f6e3,production,SocketTimeoutException,Connection to payment-gateway timed out after 30s,"SocketTimeoutException: Connection to payment-gateway timed out after 30s
	at com.company.service.Service.process(Service.java:63)"
2026-02-17T05:02:06.634Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,7ed8965c339b3b1d05d8a22b7934e85b,production,,,
2026-02-17T05:02:13.217Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,4afe66e1720bbaf292969e7ccd2f8e5d,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:199)"
2026-02-17T05:02:53.970Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,c157eadc8a02b562d8b90e32fb08b5f6,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:53)"
2026-02-17T05:02:51.309Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,70b004a472ee85fc1940c96f1236c420,production,,,
2026-02-17T05:03:18.313Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,82a21747b088688e4dc1b6a12dd63108,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:190)"
2026-02-17T05:03:03.115Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,c7c30442cbce11befd96bd27ef4eb1ae,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:197)"
2026-02-17T05:03:25.095Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,8fad94c6439e1959d97a215ec6616927,production,,,
2026-02-17T05:03:31.751Z,payment-service,ERROR,External service payment-gateway is unavailable,com.company.paymentservice.Service,8026664b4c79f830c4772d70c2b58d7c,production,ServiceUnavailableException,External service payment-gateway is unavailable,"ServiceUnavailableException: External service payment-gateway is unavailable
	at com.company.service.Service.process(Service.java:185)"
2026-02-17T05:03:17.215Z,payment-service,INFO,Order created,com.company.paymentservice.Service,86dd2941205733ebf27996ab8cd2d2f7,production,,,
2026-02-17T05:03:27.557Z,payment-service,INFO,Request processed successfully,com.company.paymentservice.Service,edd89bf53bd6e8a1bafc4839d5850a30,production,,,
